he1	he2	ho1	ho2	n_all	r_hat1	r_hat2	mean_r_hat	r_max1	r_max2	fst	fit	fis	wc_he	corr_fst	corr_fit	corr_fis	corr_wc_he	corr_fst_mr	corr_fit_mr	corr_fis_mr	corr_wc_he_mr	het_f	hom_f	het_m	hom_m	auto_df	auto_g	sex_df	sex_g	maf	nind
10093	0.540798611111111	0.585066162570888	0.458333333333333	0.608695652173913	4	0.0825369244135534	1e-04	0.0413184622067767	0.270833333333333	0.229166666666667	0.0139146024688603	0.0888158472922855	0.0759581725994071	0.57563941138178	0.0146452089382814	-0.0847540091402696	-0.100876576620131	0.568155302349609	0.0156578564445246	-0.106013635540056	-0.123606911256588	0.567109506047781	15	11	8	10	9	4.10570166606069	9	25.6178718546451	0.563829787234043	47
10095	0.66375	0.328798185941043	0.35	0.333333333333333	5	0.309494451294698	1e-04	0.154797225647349	0.4375	0.416666666666667	0.179180147028852	0.448999214955575	0.328718983769764	0.508674320259686	0.240958456560454	0.526753752330532	0.376521282978814	0.446369155490198	0.129751746131193	0.481162021242056	0.40380463109075	0.499119116467359	8	13	6	11	14	12.5906166249428	14	21.3130352302694	0.609756097560976	41
10101	0.14819944598338	0.260355029585799	0.0526315789473685	0.153846153846154	3	0.475862068965517	0.257142857142857	0.366502463054187	0.583333333333333	0.6875	0.0105607037547813	0.544300752987938	0.539436882341973	0.20355516194332	0.000608122097043276	0.757215193213201	0.757067460567881	0.32090297912964	-0.0350711332473868	0.741803187658786	0.750551624861609	0.325346355769611	2	16	1	10	5	2.92195841203739	5	4.17196068205376	0.890625	32
10102	0.165289256198347	0.168388429752066	0.0909090909090909	0.181818181818182	3	0.290322580645161	1e-04	0.145211290322581	0.5	0.458333333333333	-0.0249853027630805	0.185185185185185	0.205047318611987	0.171536796536797	0.103153441495673	0.510980212622097	0.4547341652362	0.239083257579547	-0.0323512207236694	0.458257856221555	0.475234655703038	0.254376990973587	4	20	2	15	5	2.24462681254001	5	9.00370377709448	0.909090909090909	44
10105	0.453686200378072	0.515873015873016	0.347826086956522	0.476190476190476	3	0.132075471698113	0.04	0.0860377358490566	0.354166666666667	0.354166666666667	0.0604192977807502	0.226056598178295	0.176288529560384	0.496643453165192	0.0491069880546409	0.0926988077515691	0.0458430329693421	0.495228920995049	0.0508152332819759	0.0675787432935412	0.0176609555898459	0.493739141927049	9	15	8	9	5	3.09252519070773	5	25.7662847887152	0.545454545454545	44
10106	0.110726643598616	0.396694214876033	0.117647058823529	0.181818181818182	2	1e-04	0.371428571428572	0.185764285714286	0.604166666666667	0.458333333333333	0.110294000314372	0.515628624453154	0.455582657958927	0.282588635529812	0.279317356109977	0.707113542366534	0.593598569194681	0.289343017935084	0.045275949301681	0.62357792873885	0.605726836999841	0.345341983236053	3	18	3	13	2	0.253544777420318	2	8.18264242169729	0.82051282051282	39
10108	0.402777777777778	0.101108033240997	0	0.0526315789473685	5	0.75	0.315315315315316	0.532657657657658	0.75	0.583333333333333	0.0898001695921822	0.873332183897615	0.860835157433911	0.231797513806764	0.285469231606299	0.969894003155868	0.957866059551485	0.244546738251426	-0.0218661452151492	0.961992418778242	0.962805714427738	0.310607815810614	1	15	0	13	14	5.27428737904447	14	6.13118462117506	0.870967741935484	31
10111	0.165289256198347	0.475056689342404	0.0909090909090909	0.142857142857143	3	0.290322580645161	0.5	0.395161290322581	0.5	0.5	0.0688947666180901	0.671095168700229	0.646758691168408	0.329177440067968	0.0955596589683983	0.746883913299952	0.720140649176103	0.343414076658459	0.00278826343511473	0.733609258689175	0.732864414303359	0.367310886050962	3	20	2	15	5	3.91543866858504	5	7.96346988361719	0.802325581395349	43
10115	0.653119092627599	0.615	0.304347826086957	0.3	4	0.36426456071076	0.344262295081967	0.354263427896364	0.375	0.458333333333333	0.0078999326954199	0.54486701225622	0.541242861740426	0.659010086561937	-0.00504821528696044	0.437047259344847	0.439874891480287	0.507936470911893	-0.00570239908457873	0.436995507726962	0.440187780415457	0.508599279297436	6	18	5	11	9	7.7892315008596	9	21.778635233687	0.465116279069767	43
10116	0.555785123966942	0.674586776859504	0.363636363636364	0.318181818181818	5	0.208988764044944	0.359001040582726	0.283994902313835	0.375	0.395833333333333	0.0191082802547771	0.474522292993631	0.464285714285714	0.636363636363636	0.0229992362097876	0.421996769855794	0.408390196234976	0.525377726622543	0.00308283461331031	0.395711453778899	0.393842771293133	0.534285203303151	8	16	5	12	14	5.47601582979202	14	21.0228267278864	0.454545454545455	44
10118	0.188365650969529	0.191840277777778	0	0.0416666666666666	3	0.604166666666667	0.479166666666667	0.541666666666667	0.604166666666667	0.479166666666667	-0.0367373586502252	0.878856103917695	0.88314890452098	0.199020932222786	-0.0105223424125148	1	1	0.295131053421983	-0.0331204991837355	1	1	0.298036102456609	0	23	1	16	5	4.54947062620069	5	6.71506245161368	0.895348837209302	43
10122	0.428719008264463	0.373015873015873	0.363636363636364	0.0952380952380952	4	0.0821382007822685	0.520833333333333	0.301485767057801	0.375	0.520833333333333	-0.0247335191835146	0.426351892816163	0.440197771962307	0.415429106722357	0.0939026470138711	0.406697163578684	0.345210716634332	0.389543737151916	-0.0244524430186573	0.327007488979805	0.343071007730577	0.418380226303745	5	20	3	12	9	5.55214698758529	9	10.9243764463978	0.732558139534884	43
10124	0.68140589569161	0.705578512396694	0.142857142857143	0.227272727272727	5	0.5	0.4375	0.46875	0.5	0.4375	-0.0212140040792812	0.737243753819868	0.742702073090908	0.723078160259102	-0.0236664549656701	0.777978440511224	0.783111424222432	0.45933139091996	-0.0241603328062059	0.777649849084716	0.78289517393625	0.459696904181728	4	20	4	13	14	8.73532477928866	14	16.07677616569	0.337209302325581	43
10127	0.17687074829932	0.415123456790124	0	0.111111111111111	4	0.5625	0.577712609970674	0.570106304985337	0.5625	0.583333333333333	0.0751560906019675	0.842407145458533	0.829600592121495	0.300952050952051	-0.00738394999342302	0.915017528124591	0.915640434934501	0.307966166031136	-0.0102865149053708	0.914932540113685	0.915798678264767	0.308317287436779	1	21	1	13	9	7.94513718703017	9	8.22093648655066	0.82051282051282	39
10128	0.298676748582231	0.207644628099174	0.0869565217391305	0.181818181818182	3	0.479166666666667	0.0663129973474801	0.272739832007073	0.479166666666667	0.458333333333333	-0.0115155717465675	0.48698304065683	0.492823468394706	0.262893341912553	0.187741398533594	0.742102872289995	0.682493817554641	0.303121726474328	-0.0269358133418246	0.693740040763187	0.701773026845572	0.344857763962011	3	23	3	13	5	4.97719029437612	5	14.0471429140402	0.855555555555556	45
10129	0.605034722222222	0.519628099173554	0.333333333333333	0.318181818181818	5	0.2895467160037	0.240443896424168	0.264995306213934	0.333333333333333	0.395833333333333	-0.0117010943714727	0.433567799506809	0.44011901969416	0.58242192178704	-0.0103879063787039	0.301727302409495	0.308906318868008	0.511082671693603	-0.0146126810263065	0.300630655843228	0.310703131120595	0.513160167079807	8	19	6	10	14	10.0004074985629	14	21.7088712787056	0.576086956521739	46
10131	0.21875	0.0950000000000001	0	0	2	0.666666666666667	0.583333333333333	0.625	0.666666666666667	0.583333333333333	-0.0212765957446809	1	1	0.158823529411765	-0.0124780973512861	1	1	0.262071507556211	-0.0322962524508897	1	1	0.264420485175202	0	20	0	13	2	3.19761891281008	2	3.61922762056348	0.916666666666667	36
10132	0.352607709750567	0.152777777777778	0.142857142857143	0.0555555555555556	3	0.423340961098398	0.466666666666667	0.445003813882532	0.5	0.604166666666667	0.00661989098762568	0.624982493236105	0.622483374328141	0.271681021681022	-0.0309512529406355	0.782417589994458	0.788949856373014	0.341252273991602	-0.0256790653207552	0.782669439561621	0.788110562273771	0.339666816496336	1	23	2	11	5	2.14363826774474	5	7.31429337334377	0.846153846153846	39
10134	0.526666666666667	0.335	0.0666666666666667	0	4	0.666666666666667	0.583333333333333	0.625	0.666666666666667	0.583333333333333	0.106399754697972	0.942178807656928	0.935294117647059	0.441558441558442	0.0167850124495268	1	1	0.302112274024738	0.000349440805477119	1	1	0.303607770582794	1	20	0	13	9	3.63525091402109	9	4.57209141942936	0.685714285714286	35
10137	0.21875	0	0.0833333333333334	0	2	0.448275862068965	1e-04	0.224187931034483	0.729166666666667	0.708333333333333	0.0752798182971496	0.669988336641362	0.643122676579926	0.107772435897436	0.417592774456402	0.942293163367673	0.900916688355874	0.173901829296184	-0.0347512440021092	0.925144618434881	0.927658573015481	0.252472575367055	0	16	0	7	2	0.74553290636829	2	0.81462798298664	0.942307692307692	26
10138	0.775390625	0.760770975056689	0.0625	0.142857142857143	6	0.645833333333333	0.5	0.572916666666667	0.645833333333333	0.5	0.0796160633577518	0.876830555396127	0.86617601665972	0.807838067659496	0.0216444104284318	0.933419670677289	0.931946697057389	0.39751028810627	0.0150193525091234	0.932699175457049	0.931672947367654	0.398579708860488	0	19	4	12	20	12.8765887995177	20	17.72438107095	0.22972972972973	37
10143	0.413194444444444	0.439508506616257	0.166666666666667	0.565217391304348	2	0.416666666666667	1e-04	0.208383333333333	0.416666666666667	0.25	-0.0227474230619065	0.153420767433791	0.172249948054901	0.436970226470689	0.078816784711769	0.323304094349997	0.265405736427503	0.418522036106055	-0.0246893014177885	0.24741211812881	0.265545291797339	0.443380676189781	11	15	6	12	2	0.413317294751916	2	19.3462071668174	0.691489361702128	47
10145	0.677285318559557	0.565104166666667	0.315789473684211	0.333333333333333	4	0.364016736401674	0.257971014492754	0.310993875447214	0.479166666666667	0.333333333333333	0.00273345146799111	0.49005264879123	0.488654911809265	0.63671560139714	0.0026557708427966	0.476336872062807	0.474942439502849	0.520006092475864	-0.00965026748526769	0.472088533634448	0.47713432723549	0.522286152546199	8	14	5	13	9	6.67173423503617	9	17.9949112382762	0.453488372093023	43
10147	0.197542533081285	0.240702479338843	0.130434782608696	0.181818181818182	3	0.204610951008645	0.139364303178484	0.171987627093565	0.458333333333333	0.458333333333333	-0.0265109935431164	0.290927348876356	0.309240080638395	0.225194819785315	-0.0315849151920725	0.560236161061472	0.573700785594904	0.303066254849971	-0.0333244797755757	0.558114789920958	0.57236548758139	0.302569983773678	5	19	2	16	5	1.34046937551871	5	6.51914330051382	0.877777777777778	45
10150	0.457465277777778	0.41522491349481	0.458333333333333	0.235294117647059	2	1e-04	0.276595744680851	0.138347872340425	0.270833333333333	0.5625	0.195518264693109	0.350470112482266	0.192610771616893	0.453131706090817	0.168810130854644	0.39518241032489	0.272347255270334	0.453683157174164	0.144125251150154	0.376612003155986	0.271636419135224	0.459835950060868	6	16	7	9	2	2.3421424559372	2	22.6622719904276	0.5	41
10151	0.499131944444444	0.465973534971645	0.291666666666667	0.391304347826087	2	0.262349066959385	0.0871003307607498	0.174724698860068	0.354166666666667	0.333333333333333	-0.00382143098591548	0.312148912676056	0.314767481454981	0.496802943091102	0.0104243381897987	0.367917276307153	0.361258822254584	0.479750811291695	-0.0114797397151546	0.357103276922083	0.36439980176077	0.486793000366711	10	16	5	13	2	2.81728511440184	2	17.9754977082482	0.574468085106383	47
10152	0.416322314049587	0.476370510396975	0.136363636363636	0.260869565217391	2	0.479166666666667	0.292307692307692	0.385737179487179	0.479166666666667	0.395833333333333	-0.0152588061730818	0.561588895741639	0.568177984182271	0.463153782516775	-0.00751627366530014	0.637472911745573	0.640177436603015	0.41398385254176	-0.0237101516422595	0.653194858437056	0.661227212598613	0.418769777274911	5	20	3	14	2	0.193243379263181	2	9.08955799041322	0.655555555555556	45
10158	0.705	0.62875	0.3	0.05	4	0.402985074626866	0.5625	0.482742537313433	0.458333333333333	0.5625	-0.0255417956656347	0.742647058823529	0.749056603773585	0.697368421052632	-0.0237426235349838	0.757686822820649	0.763306546383071	0.43731801972938	-0.0265457933070051	0.755682961455911	0.762000838017148	0.443097992397446	2	21	3	11	9	7.44455571453096	9	14.1298478298831	0.4125	40
10162	0.671487603305785	0.577479338842975	0.545454545454545	0.363636363636364	4	0.103565365025467	0.227222832052689	0.165394098539078	0.291666666666667	0.375	-0.002913886971858	0.2914653784219	0.293523969722456	0.643398268398268	-0.0120325778692101	0.285288988078868	0.293786556332086	0.592127661779974	-0.00841006278409586	0.281927099475255	0.287915772535793	0.589825879453584	11	13	8	9	9	9.21846991491209	9	31.8799620482183	0.465909090909091	44
10164	0.40875	0.363945578231293	0.2	0.142857142857143	5	0.342915811088296	0.436241610738255	0.389578710913275	0.5	0.5	-0.0180697366119912	0.566766776708546	0.57445624036208	0.401208344501027	-0.0229346089591338	0.625664608527539	0.634057359880161	0.393586314383551	-0.0266765767064768	0.623498434451239	0.633281235696875	0.394906129177915	4	19	3	12	14	12.5167441580661	14	10.3194404049984	0.768292682926829	41
10165	0.375	0.46875	0.166666666666667	0.15	2	0.384615384615385	0.515151515151515	0.44988344988345	0.5625	0.520833333333333	-0.00822183372855832	0.641078012220241	0.644004944375773	0.443530701754386	-0.00241991835188691	0.728491502076774	0.72914694435679	0.381803395548237	-0.0249166788843929	0.724253094452022	0.730956758506336	0.390078599052689	1	18	3	13	2	2.55765639689765	2	8.74800333564929	0.684210526315789	38
10167	0.345	0.0425330812854443	0.15	0.0434782608695652	4	0.393939393939394	1e-04	0.197019696969697	0.520833333333333	0.5	0.0769816811869569	0.547817406285677	0.510104421008884	0.189883844237836	0.352461173968091	0.773030743272543	0.649489347042996	0.21394030350637	0.0116093058190746	0.730976000325754	0.727816134593229	0.287437482447566	3	20	1	16	9	7.88604026595474	9	5.61315076866808	0.895348837209302	43
10180	0.461937716262976	0.313775510204082	0.588235294117647	0.214285714285714	5	1e-04	0.188405797101449	0.0942528985507246	0.4375	0.645833333333333	0.0113987011391322	-0.0165919643070092	-0.0283134014474733	0.407808395883381	0.0035815969025896	-0.188307035103163	-0.192578370099607	0.425708556667577	0.00777676549143897	-0.169380296503477	-0.178545569014678	0.420482846472966	9	8	1	10	14	8.60562172495824	14	10.7547303654287	0.758064516129032	31
10183	0.0997229916897509	0.127066115702479	0.105263157894737	0.136363636363636	2	1e-04	1e-04	1e-04	0.5625	0.479166666666667	-0.0219188971452192	-0.0639427428143489	-0.0411224861253914	0.117134363283272	-0.0219392585302152	-0.0632280893993813	-0.040402431479684	0.117215429917096	-0.0219392585302152	-0.0632280893993813	-0.040402431479684	0.117215429917096	3	19	2	14	2	0.0105117904381424	2	7.18968489358078	0.939024390243902	41
10188	0.503401360544218	0.65375	0.428571428571429	0.2	3	0.0802919708029197	0.5	0.29014598540146	0.375	0.5	0.146097076282117	0.547384039896085	0.469944477841543	0.598188600017868	0.179260449725274	0.576317127700916	0.483779145092661	0.466023477935976	0.0807922941240933	0.540434387876486	0.500041601929787	0.51379279989945	9	13	3	13	5	3.57123168270518	5	9.09342507139442	0.463414634146341	41
10190	0.349030470914127	0.482222222222222	0.315789473684211	0.6	4	0.05	1e-04	0.02505	0.479166666666667	0.5	0.00553260719808713	-0.0458742530159419	-0.0516928564839017	0.419491744066047	0.00115496139761648	-0.171867137284701	-0.17322216359448	0.425580689313984	0.00757673553288973	-0.174645649932269	-0.183613576978171	0.422170088675162	10	11	4	6	9	1.76725279977008	9	18.8433044024778	0.735294117647059	34
10191	0.341796875	0.328402366863905	0.0625	0.0769230769230769	4	0.645833333333333	0.62043795620438	0.633135644768857	0.645833333333333	0.708333333333333	0.0306681455198571	0.813325068119695	0.807418964911228	0.358111675999607	-0.0233596081834326	0.890176064831244	0.89268294909186	0.287685540088622	-0.0243061818092945	0.890070741691995	0.892679298182277	0.288760331952218	1	15	1	10	9	5.8158725052504	9	6.77562613880144	0.793103448275862	29
10195	0.319214876033058	0.2890625	0.0909090909090909	0.208333333333333	5	0.5	0.162303664921466	0.331151832460733	0.5	0.395833333333333	-0.0110014894449604	0.509756071743158	0.515090795241077	0.313819394538268	0.094091023615416	0.634219300811003	0.596227977948954	0.344088991859199	-0.0232565785521735	0.597146612376487	0.606302665365203	0.36871948882125	3	23	3	15	14	4.10570166606069	14	10.6934834254476	0.826086956521739	46
10196	0.530245746691871	0.629340277777778	0.478260869565217	0.416666666666667	3	0.0515463917525773	0.203319502074689	0.127432946913633	0.291666666666667	0.291666666666667	0.0482001778741306	0.287333095708629	0.251242868800279	0.596733562887587	0.0531595243977636	0.313516221875757	0.274974194900565	0.559204281499138	0.0337077953722892	0.306490874840275	0.282298747895915	0.568699153960571	8	19	11	7	5	14.5415461137602	5	42.0141014628946	0.531914893617021	47
10198	0.152777777777778	0.0798611111111109	0	0.0833333333333334	2	0.5	1e-04	0.25005	0.5	0.458333333333333	-0.020460358056266	0.647058823529412	0.654135338345865	0.120471014492754	0.364796363870794	0.889688022779767	0.826336042576125	0.205651685536878	-0.0343026301385102	0.884625797460228	0.888452181036878	0.262632599580995	0	27	2	16	2	3.94807784902343	2	5.89921758248482	0.9375	48
10199	0.524221453287197	0.611111111111111	0.0588235294117647	0.133333333333333	4	0.625	0.641791044776119	0.63339552238806	0.625	0.645833333333333	-0.0504850024751541	0.835721911983886	0.84361691254131	0.599489379084967	-0.0334701495784968	0.909184621959813	0.912125785077367	0.319641521186326	-0.0346145922188459	0.909125075024988	0.912165432752963	0.319569218475329	1	17	2	10	9	3.1879175364915	9	6.91942361596086	0.578125	32
10200	0.231568998109641	0.121928166351607	0.173913043478261	0.0434782608695652	3	0.142191142191142	0.474285714285714	0.308238428238428	0.4375	0.5	-0.0125268432355046	0.396325459317585	0.403794037940379	0.182312252964427	0.0765273142896649	0.736506792463139	0.714671357784467	0.296731624901182	-0.0293989253856424	0.704294359492451	0.712739509226932	0.308192537550249	3	23	1	16	5	1.16071098776889	5	3.43478981688058	0.902173913043478	46
10201	0.293950850661626	0.297520661157025	0.173913043478261	0.181818181818182	3	0.256565656565657	0.241379310344828	0.248972483455242	0.4375	0.458333333333333	-0.030083712127185	0.400206427214743	0.417723466817423	0.305315030997539	-0.030648124640744	0.470451026965378	0.48619809188591	0.365065126061364	-0.0308227733167367	0.470293898598517	0.486132713485636	0.365079750005027	5	21	2	14	5	1.25627550815323	5	6.48713275803187	0.822222222222222	45
10202	0.326530612244898	0.411153119092628	0.333333333333333	0.260869565217391	3	1e-04	0.223628691983122	0.111864345991561	0.416666666666667	0.395833333333333	-0.00705840843916219	0.219845457049228	0.225313510702987	0.381385953590923	0.0459094675058997	0.376051879335034	0.346028391001957	0.388952872945572	-0.0146289829807291	0.323442730408555	0.333197374666071	0.403889327657159	6	19	5	11	5	4.88739012348845	5	21.4356107830798	0.772727272727273	44
10203	0.316840277777778	0.145429362880886	0.208333333333333	0.0526315789473685	3	0.206611570247934	0.468531468531468	0.337571519389701	0.395833333333333	0.583333333333333	0.00209811652045748	0.441822012943626	0.440648428170025	0.249458284821526	0.0112005282828355	0.67507964598589	0.671399142790956	0.338720718665102	-0.0238183471522441	0.659871682395919	0.667784506352959	0.341138205179742	5	21	0	14	5	7.93562185707726	5	5.81133830920116	0.86046511627907	43
10204	0.486111111111111	0.563775510204082	0	0.0714285714285714	3	0.75	0.6875	0.71875	0.75	0.6875	-0.0591940731267302	0.928569771478441	0.932561718070516	0.570322039072039	-0.0338745827717591	1	1	0.252835009568794	-0.0352423462105112	1	1	0.253328447708958	0	14	1	8	5	3.41359702387734	5	4.61334085847545	0.519230769230769	26
10205	0.597777777777778	0.617647058823529	0.2	0.235294117647059	4	0.498607242339833	0.448275862068965	0.473441552204399	0.625	0.5625	0.00919168593166543	0.6621878786324	0.659054010174261	0.641597222222222	-0.0151726852304346	0.661215281659463	0.666278729452186	0.435980276207599	-0.0157487718139288	0.660748212261414	0.666008173327398	0.435556932846084	5	15	2	9	9	7.65042455273674	9	9.67241990877289	0.546875	32
10206	0.197542533081285	0.363945578231293	0.130434782608696	0.0952380952380952	5	0.204610951008645	0.520833333333333	0.362722142170989	0.458333333333333	0.520833333333333	0.02511589366658	0.614596872944905	0.604667750195854	0.287445215240246	0.132830099512328	0.694623061493329	0.647846473528503	0.322554600403651	-0.0126516869346931	0.662503056530316	0.666719615615029	0.35532434343321	2	24	2	13	14	6.29527090763267	14	11.519733168508	0.840909090909091	44
10209	0.5	0.615702479338843	0.333333333333333	0.409090909090909	3	0.2	0.201612903225807	0.200806451612903	0.416666666666667	0.354166666666667	0.00134266045024031	0.356435689913725	0.355570439830319	0.577399061517042	-0.00835858170597512	0.389156229842065	0.394219694025425	0.534202143066145	-0.00850617797344237	0.389142997894299	0.394295230463341	0.534273378723682	7	15	8	10	5	2.08142131050513	5	25.3645084227322	0.546511627906977	43
10210	0.484877126654064	0.49896694214876	0.217391304347826	0.318181818181818	2	0.380888290713324	0.221238938053097	0.301063614383211	0.416666666666667	0.395833333333333	-0.00922802198383367	0.470676586751736	0.475516531727116	0.508436743573245	-0.00567038190371356	0.519659575400914	0.522367931637987	0.460281374847591	-0.0184648918298717	0.513089394768637	0.521917143008698	0.464957418747729	6	20	6	11	2	0.811955271279462	2	18.7713254560922	0.533333333333333	45
10213	0.498269896193772	0.562283737024221	0.117647058823529	0.176470588235294	3	0.604166666666667	0.522248243559719	0.563207455113193	0.604166666666667	0.583333333333333	0.00920245398773006	0.739263803680982	0.736842105263158	0.558823529411765	-0.0168689720939838	0.773546425945249	0.777303093840668	0.358173186816925	-0.0181281397043314	0.772832479273059	0.776877279128233	0.360022059417848	3	17	2	10	5	9.56551105038778	5	14.5785543629168	0.558823529411765	34
10214	0.152777777777778	0	0.166666666666667	0	2	1e-04	1e-04	1e-04	0.416666666666667	0.5	0.0652173913043478	9.99200722162641e-16	-0.0697674418604641	0.0778985507246377	0.0650914430803886	0.000998901208671077	-0.0685548777977742	0.0779869468863825	0.0650914430803886	0.000998901208671077	-0.0685548777977742	0.0779869468863825	2	25	1	17	2	0.0607620265826491	2	3.9281636210664	0.958333333333333	48
10217	0.607638888888889	0.551215277777778	0.375	0.375	4	0.236749116607774	0.190253045923149	0.213501081265461	0.3125	0.3125	0.0335718216840947	0.392405063291139	0.37129840546697	0.596467391304348	0.0201912683400411	0.295513144263662	0.280995532114906	0.538898580995482	0.0174434591718099	0.294646089605722	0.282123846226966	0.540109908002103	9	18	7	11	9	10.692152139022	9	23.8556652275038	0.479166666666667	48
10218	0.142011834319526	0.239197530864197	0	0.0555555555555556	2	0.729166666666667	0.604166666666667	0.666666666666667	0.729166666666667	0.604166666666667	-0.0449099307152384	0.84026404771666	0.847129453374033	0.211015563351492	-0.0165539387176092	0.963969002424068	0.964555744458198	0.251427492722644	-0.0356934525593146	0.963345427275718	0.964608666170763	0.25318552614991	1	14	0	15	2	5.6991756806189	2	3.21560225395695	0.887096774193548	31
10219	0.0997229916897509	0.300554016620499	0	0.0526315789473685	2	0.604166666666667	0.583333333333333	0.59375	0.604166666666667	0.583333333333333	0.0318471337579617	0.878980891719745	0.875	0.210526315789474	-0.0265798926585889	0.969238164967041	0.970034640992925	0.284150944603149	-0.0240614263586154	0.969255663430421	0.969978034736743	0.28376632865766	1	19	0	15	2	1.84948761325347	2	1.17569515855704	0.881578947368421	38
10225	0.663265306122449	0.701183431952663	0	0.0769230769230769	4	0.708333333333333	0.708333333333333	0.708333333333333	0.708333333333333	0.708333333333333	0.0195701975489527	0.950566199386617	0.94957945944748	0.734562474562475	-0.0162305198606472	1	1	0.274713169058208	-0.0162305198606472	1	1	0.274713169058208	0	16	1	7	9	10.7418487514588	9	15.1449486876131	0.351851851851852	27
10228	0.56095041322314	0.3984375	0.227272727272727	0.25	4	0.423328964613368	0.228915662650602	0.326122313631985	0.4375	0.583333333333333	0.134774735814081	0.600781585065396	0.538595980192252	0.513307416267943	0.100831614304897	0.578437077796475	0.531163540767022	0.439397244905201	0.0584943713237624	0.591203904841793	0.565805999765528	0.460379704547801	6	15	3	11	9	1.60026803986472	9	11.0566939302588	0.565789473684211	38
10229	0.478298611111111	0.225694444444444	0.458333333333333	0.0833333333333334	3	0.0213160333642261	0.458333333333333	0.23982468334878	0.270833333333333	0.458333333333333	0.175548859233749	0.382178217821782	0.25062656641604	0.361413043478261	0.126199851547933	0.268985909668218	0.163408141293212	0.395560797388608	0.0940413822178014	0.233756306822308	0.154217777569721	0.394660056406244	9	18	3	15	5	3.24896475363365	5	9.88313219458721	0.739583333333333	48
10234	0.556710775047259	0.523760330578512	0.391304347826087	0.363636363636364	4	0.174476570289133	0.180442374854482	0.177459472571807	0.333333333333333	0.375	0.0673741568598794	0.367414062581474	0.321715195786737	0.556960402814801	0.0452273952578571	0.217385464334841	0.180313163806663	0.525144517150844	0.0453665311051174	0.21738582289232	0.180194071748121	0.525060926531854	12	14	4	12	9	9.82669506060621	9	19.3021044850037	0.533333333333333	45
10235	0.691840277777778	0.4234404536862	0.541666666666667	0.347826086956522	4	0.121745249824067	0.0980392156862746	0.109892232755171	0.229166666666667	0.354166666666667	0.0658941948141864	0.27474765561926	0.223586514124626	0.575477524240244	0.0614140864401522	0.0141211131557522	-0.0503874739660521	0.550198686066785	0.0562133568479765	0.0134582901241348	-0.0453016230247227	0.552989154884661	12	15	6	11	9	10.2427981835218	9	24.5796833951983	0.563829787234043	47
10240	0.0444214876033058	0.348771266540643	0.0454545454545454	0.173913043478261	3	1e-04	0.334538878842676	0.167319439421338	0.520833333333333	0.4375	0.117099887851708	0.525388429046645	0.462440241627651	0.206695366199916	0.305841862706979	0.718964785902169	0.595142376067546	0.232053782246937	0.0441114023036552	0.677762653055823	0.662892362435584	0.288336453073091	3	24	1	14	5	2.10551034235904	5	4.12628193348556	0.877777777777778	45
10242	0.386284722222222	0.419421487603306	0.0416666666666666	0.409090909090909	7	0.479166666666667	0.0124688279301746	0.245817747298421	0.479166666666667	0.354166666666667	-0.0186308335755499	0.467010699825064	0.476759113697686	0.41547078991496	0.115601317853401	0.491467326269677	0.424996119967048	0.39260640988591	-0.0224758221738778	0.43721333282026	0.449584376495863	0.426756434134027	7	19	3	14	27	12.2761230965959	27	15.3280290895972	0.760869565217391	46
10244	0.480151228733459	0.152777777777778	0.391304347826087	0.0833333333333334	3	0.101952277657267	0.294117647058824	0.198034962358045	0.333333333333333	0.458333333333333	0.138307898006823	0.373086232190667	0.272461977591275	0.321691163874328	0.0361345948467223	0.445856748890266	0.425082331882623	0.386417093456963	0.0708152732187588	0.436315517919121	0.393355846438071	0.37066854924537	8	19	2	15	5	7.78876586478176	5	6.80510462044004	0.787234042553192	47
10246	0.450138504155125	0.631172839506173	0.157894736842105	0.388888888888889	4	0.480637813211845	0.237518910741301	0.359078361976573	0.541666666666667	0.479166666666667	0.0621173308163209	0.548355662518435	0.518442602341004	0.561242069136806	0.0161710409456493	0.466849594665807	0.458086285804543	0.463603843763837	0.0185490801951777	0.455903231028284	0.445619991797534	0.467124700678244	7	16	3	9	9	5.42759765345789	9	16.4883984315696	0.513513513513513	37
10249	0.677693761814745	0.700413223140496	0.217391304347826	0.272727272727273	6	0.416666666666667	0.416666666666667	0.416666666666667	0.416666666666667	0.416666666666667	0.0262313414961703	0.667159121084426	0.65819306669104	0.715153557822921	0.00236698199275897	0.590217202688383	0.589244952888435	0.4917923084817	0.00236698199275897	0.590217202688383	0.589244952888435	0.4917923084817	7	18	4	13	20	13.2156388452823	20	16.1592870712644	0.411111111111111	45
10250	0.314744801512287	0.308864265927978	0.217391304347826	0.157894736842105	3	0.182948490230906	0.323442136498516	0.253195313364711	0.416666666666667	0.541666666666667	-0.0313533367086632	0.39166336002472	0.410156909060233	0.32292688242345	-0.012972343145774	0.424892478584773	0.432257430021004	0.371707640716459	-0.0315799328703101	0.417890165757043	0.435710393645143	0.375144048211826	2	21	5	11	5	3.98220525338207	5	15.0249453470651	0.80952380952381	42
